,sentiment,content
28088,happiness,MORNING EVERY1! Giveaway at http://tinyurl.com/dhc4hg  Mod Kid Emma pattern &amp;$25 GiftCert to HipFabric!! GO check it out
13587,happiness,Eww its gross here &amp; a lady keeps looking at me weird  ha ha but another smiled &amp; asked me if i was in their company..me in the army? LOL
12681,happiness,"omds! holly steel, bless her!  x"
27965,happiness,Back to reality tomorrow. But I think I will dig me out a cigar and smoke me a good one. Yes i bought 3 boxes of the &quot;GOOD&quot; Ones
23334,happiness,@jjkraal Thanks! Fotoreportage coming soon
17855,happiness,@KennyJ88 that was good . but mean  haha
21748,happiness,"@Appledoe Mmmm, I had honey mustard chicken w/ rice &amp; veges"
22915,happiness,In London! Off to do the tourist thing!
25170,happiness,@pleasebemine australia gets may 4th off! enjoy it
24309,happiness,"Very tired! Dinner good, then churro's were good!"
16952,happiness,liz just left  aww it was so good to see her.
24317,happiness,@Stephkerchner heard through the grapevine that we might see you around today. Looking forward to meeting you.
26462,happiness,@DanielleBean peace &amp; quiet.  Enjoy it while it lasts!
29349,happiness,Happy morning to everyone!
26450,happiness,@mwahihi Yes. Nag twitter. HAHA  Thanks. LM.
25204,happiness,"@AlyceMadden why arent u famous already? lol you have a very adoring fan, that fan would do anything for you hehehe, im you no.1 fan"
29602,happiness,"We did it last year right around the time The Black Parade is Dead! came out. Awesome times, man."
4112,happiness,@Cholle2001 lucky...you get to do capoeira
26097,happiness,The mission to Wales to find the worlds greatest welsh cake with @kendalloneill was a success - as none are better than my nan's
4886,happiness,Last time we'll get tacos like this.
27277,happiness,Taping at Cox then picking up starbucks for the office bc I am so nice
23306,happiness,@nikkiwoods no problem! i think it's a great thing to reflect on.
23098,happiness,Don't we all love bank holidays
22678,happiness,Just touched down in Changi. +1/2 hrs to kill before heading to Penang.  Must fly singapore air more often!
28738,happiness,Just sang &quot;Shine&quot; by Newsboys in the car with @hollyewallace Holla!
20936,happiness,All moved in to our new apartment. So exciting
21319,happiness,"Sometimes after a long weekend, you just need good conversation. thanks bro"
26226,happiness,@margaretcho learn tw-headed boy by nutreal milk hotel
5416,happiness,@DaveJMatthews concert tonight at fenwayyy! hopefully the rain stops
23413,happiness,Oh snap... kinda nuts right now... @basedmagazine:  I've told at least 27  Thanks babes.
4300,happiness,Back home  Had a great time!
25527,happiness,Goooooodmorning
11627,happiness,Just one of those days.... I pray it will get better..
542,happiness,My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.
27652,happiness,"despite rain, having a fantastic day"
5870,happiness,@katiesol It re-entered my brain orbit thanks to me watching Ryan Reynolds mugging away in &quot;Just Friends&quot; recently
18483,happiness,"today was GOOD  , that little girl hollie in bgt , just me or complete sympahty vote  ! how cute is aidan davis :L? tweet me  x"
24495,happiness,I had fun this summer
28139,happiness,what a great day
23351,happiness,hope this day will be nice as the sun that are upon us
21961,happiness,@LiesX xD send it!
2194,happiness,"@ykesha2001 yeah, I also had to do a paper.. I only have one more final left: algebra.. &amp; I take it on my birthday!!   (june 3)"
2867,happiness,Nevermind! Beyonce doesn't have a Twitter  Haha
20363,happiness,@DonnieWahlberg  &quot;donnie rocks&quot; if u could only here it my 2year old runs around every where sayin &quot;donnie rocks&quot;
17469,happiness,hey im back on.. but msn won't work  darn msn haha. can't stop thinking about 3d movie haha!
27496,happiness,Gettin ready to hit up the mall w/my mom &amp; Jayden!  DO ALL THINGS W/FAITH!!!!
5888,happiness,"Just got in a nasty argument with someone I normally like very much.  She doesn't forgive well, either"
23259,happiness,I'm wondering how big the rumored new 'large screen' Kindle will be - http://is.gd/wyFI -and when we can start seeing K12 textbooks on it
5483,happiness,"@BD_illustrated Me Too! Its hard to argue w/ him 'cause he makes some great points, i just can't wrap my heart around that one"
29717,happiness,umm yeaa i go to like watch-movies-link.com or something like that and there pretty good quality
21742,happiness,@cheergod2002 yeah I can tell ha ha.
22889,happiness,Happy Star Wars day
29144,happiness,had such a fun time with allegra tonite!!! we saw 17again!! good movie
23675,happiness,He he ...Happy #star wars day! May the 4th be with you  Brilliant!!
29062,happiness,@Rachel_Pengov: Extremely so! I'm in an incredible mood
15691,happiness,"@Jenniferlai7 aww, me too. today has been good for me up until like 4?"
13591,happiness,@itsjakey I love it when you call me chica
27350,happiness,@Jerrica_Perez That's great! I hope I'll study with my bff too and we'll live together. well..we will see
24511,happiness,Good morning  ready to start this week.
15068,happiness,work  @britad Yay!
27847,happiness,@AndreasHale yeah !!
21534,happiness,Watched Coraline last night. It was really good. The animation was excellent and the creativity was inspirational.
21779,happiness,@WKJThD You are very much welcome
28868,happiness,@paulwingz nothinbg home about to jump in the shower the streets is calling meeeeeeee  @STEFFSOFLII what is it 4 tonight @COKEbabyy tell m
29393,happiness,Swimming party at my brothers tonight. I had an AWESOME time.  Since when am I a sissy about cold water?  Who am I?    LOVED TODAY!!!
1355,happiness,"Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight"
22007,happiness,@kenlee86 nice recolouring of your page  nobody is buying your anti-twittering words!! YOU LOVE IT!!!!
13603,happiness,@sneadles What a great picture!  We won tons of money that day.  (       )
25719,happiness,I'm a 100% Reagan con according to this quiz http://quizfarm.com/run.php/QuizRunner
21765,happiness,"@4_idiots hahaha! I don't work in a strip club you know  alrighty mister, have YOU done any public may dancing today?"
21692,happiness,eating my tito's home made ice cream  yum!
24616,happiness,@Pink congradts on ur show  Even tho i wasnt there lol
24360,happiness,"Sydney - Toyota - Landcruiser - 1996 - $10,000  - new ad received and will be posted on the HCC site soon"
18724,happiness,"Writers:&quot;They just make me wonder,why are you foisting all the little pipe dreams stories in your head onto other people?&quot; I like writing"
29056,happiness,live long and prosper
29078,happiness,Yay! Bannerbomb for the Wii is finally out. I can run homebrew on my 4.0 Wii.
25093,happiness,Nothing like Charley Biggs Chicken @ 7:53AM
27552,happiness,Skipping school like all the cool kids do
22033,happiness,updating my resume
28131,happiness,there.  She says it gives her an excuse to sleep in the other bed! LOL  They're different sizes or I would have switched them for her.
22119,happiness,@rainstopper have a lok at EF too! they are jummy
20157,happiness,"@DavidArchie OK David, talk later  Have a great dayyyy ay ay ay ay"
6600,happiness,@indiepixie omg a roach was in my room for the first time ever in this apartment today. I hope I don't have Patricia luck next
25099,happiness,Good morning world.
29059,happiness,Oh it is so sunny.
23367,happiness,"@Rupert_Grint About the dog thingy, an adorable golden retriever would be awesome !  Or a husky, too. x"
27686,happiness,@chrisfullman I would never do such a thing!  The only thing more awesomerer is the 15 minute walk to work
22765,happiness,Done some positive affirmation now back to the Japanese yay for bank holiday Monday
6832,happiness,"@MissShell20 eeeeep so jealous ;) I'm at work  um, how can u receive Viva? Do they broadcast it online? :plz:"
22142,happiness,@FabMissK we need to be quicker if we're to keep our nerd streetcred! haha
24351,happiness,"@grentone If you have specific questions, let me know. Always good to have them when writing stuff. Well, I am off  Have fun!"
21637,happiness,Going to have dinner. bbs
25390,happiness,@FatDaddySweets YAY! Busy is good
2660,happiness,Football session after this.fun
21021,happiness,"Morning all. First tea of the day, and just about to record the voiceover for a documentary about modern Druidry. Good times"
7434,happiness,"@ArnaudJacobs haha yeah this is improving my nite big time!!  i have to make a skype call soon tho, so will have to tear myself away.."
23029,happiness,"Hi Charlie, thank you for following me! Nice to know there's another Ollmann in the new world..."
6962,happiness,"@christa42 you mean the post concert blues ;) *lol*  Well, I soooo know what you mean ..."
12373,happiness,Symantec Ghost image corruption is making me cry
1323,happiness,@assembled ive been there before  haha
26649,happiness,@eric_andersen thank you Eric!  glad u appreciate that!
27710,happiness,@boardopboy Picture or it never happened.
22443,happiness,@TheCharmQuark Hello! Happy bank holiday
24108,happiness,@tobinharris brilliant! Best tool of the year
23704,happiness,Good morning world!  haha had fun at the movies last night ;D and school now... Hmm new shoes make it better  http://tinyurl.com/dfggwj
28111,happiness,@clockworkmelt LOL I feel like drunk right now...
21683,happiness,@chocolatesuze yes yes you should! Especially with wine and mushrooms!! Ummm I love mushies
7614,happiness,10 more days to go for Freedom!!!!!! Damn these xams!!
25812,happiness,@LovelyLu very nice...i cleared my head
28152,happiness,"@ZaraGreen no problem, keep it comin"
11683,happiness,@filmnerdjamie I've only seen Star Trek twice. Seeing &quot;Up&quot; today but not in 3D since I was outvoted.
16541,happiness,@kimble09 yeah   but I'm jus glad the thunder stopped .
25681,happiness,at school. Rusty just put Oh It Is Love on my ipod. awh
6980,happiness,had a great time at six flags yesterday.. its summer   my friend spent the night last night and just left so now i'm bored..
3506,happiness,@iPat143  hmm.. idk that song.
22522,happiness,giving myself a manicure + pedicure  ahhh how i've missed you nice pretty nails...
24318,happiness,is online shopping...fantastic
29450,happiness,morning sunshine
26995,happiness,"@cwong5 same to you bud. Kudos on your hardcore gym training, it's a great lifechanging experience, keep it up!!!"
28227,happiness,@zipvojames Well......minus being related to Greg...lol.....just kidding
11156,happiness,"The trip to Stockholm got cancelled  To make it up I'm planning to do some shopping tomorrow, nothing makes a girl as happy like shopping"
22751,happiness,@LLCOOLDAVE yeah they r. im going to their concert at the end of the month
26688,happiness,good morning  tis a rainy Monday morning...blahhh!
22165,happiness,"@Sazchik I'm in Devon this weekend! Cloudy, but dry."
26880,happiness,"@treasaint salad stuff, some chillis, whatever my horti mate gives me really, think it will be fun to do"
25746,happiness,In Paris till friday!!
22503,happiness,~ Happy Star Wars Day.every one ~  ...may the fourth be with you!
12286,happiness,"nice night, should be golfing"
23735,happiness,@supprintdesign oh i like that let me c
27194,happiness,is excited to see Samantha&amp;Denise again  http://plurk.com/p/rr5id
26584,happiness,@TiernanDouieb Oh gosh I hope so. How fun!
8460,happiness,@danni_30439 I really wish I could go!
28280,happiness,"Okay so yesterday was good went food shopping, cooked some chicken tacos and bakes some cookies!!!  Now I am back at work."
22176,happiness,@Sadie_marie better than Hudgens.  OMG our song came on on shuffle. What Would You Do - City High.
28670,happiness,Haven't been on in foreverr!  Almost happy mother's dayy. Yay. :]
6945,happiness,Just recollecting my jog this a.m. - almost perfect except unkown type hanging out by my vehicle.  Too much mental noise- only 6 mile jog
